id,name,latitude,longitude,district
3648,Flushing Ave & Vanderbilt Ave,40.6979503156954,-73.970775604248,88
517,Pershing Square South,40.751581,-73.97791,14
3536,W 116 St & Broadway,40.8082,-73.9641,26
369,Washington Pl & 6 Ave,40.73224119,-74.00026394,6
3429,Hanson Pl & Ashland Pl,40.6850680730818,-73.97790759801859,88
3436,Greenwich St & Hubert St,40.721319,-74.010065,1
282,Kent Ave & S 11 St,40.7076449441757,-73.9684152603149,90
422,W 59 St & 10 Ave,40.770513,-73.988038,18
4113,Icahn Stadium,40.793459999999996,-73.92389,25
3951,E 141 St & St Ann's Ave,40.808633,-73.916124,40
3085,Roebling St & N 4 St,40.714690000000004,-73.95739,94
3842,Bushwick Ave & Dekalb Ave,40.69502,-73.92825,83
3774,Knickerbocker Ave & George St,40.704425,-73.92836,83
72,W 52 St & 11 Ave,40.76727216,-73.99392888,18
466,W 25 St & 6 Ave,40.74395411,-73.99144871,13
4121,1 Ave & E 39 St,40.74714,-73.97113,17
341,Stanton St & Mangin St,40.71782143,-73.97628939,7
3910,Greene Ave & Grandview Ave,40.709697,-73.90785600000001,104
3585,Union St & Bedford Ave,40.6691783,-73.9554162,71
3048,Putnam Ave & Nostrand Ave,40.684020000000004,-73.94977,79
312,Allen St & Stanton St,40.722055,-73.989111,5
3569,Franklin Ave & St Marks Ave,40.6758324,-73.95616770000001,77
393,E 5 St & Avenue C,40.72299208,-73.97995466,9
3699,W 50 St & 9 Ave,40.763604677958604,-73.9891795814037,18
3327,3 Ave & E 100 St,40.787721399999995,-73.94728331,23
3845,Irving Ave & Harman St,40.70108,-73.9179,83
3914,West End Ave & W 78 St,40.783786,-73.981687,20
532,S 5 Pl & S 5 St,40.710451,-73.960876,90
332,Cherry St,40.71219906,-73.97948148,7
471,Grand St & Havemeyer St,40.71286844,-73.95698119,90
3714,Division Ave & Hooper St,40.706842031013295,-73.9544353965357,90
388,W 26 St & 10 Ave,40.749717753,-74.002950346,10
3764,Bushwick Ave & McKibbin St,40.705517,-73.93936,90
